Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
-0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,1598.0,-2.0,2.0,116.84911842737348
-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,3523.0,1.0,1.0,-51.24989776029252
1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,2486.0,3.0,-0.0,233.18531147670004
-0.0,1.0,-0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,327.0,-1.0,4.0,191.6666105659679
0.0,1.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,4297.0,0.0,4.0,125.27665519285948
-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,0.0,-100.0,3.0,3.0,2024.8047307223082
-0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,817.0,2.0,3.0,309.7869452983141
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,2839.0,2.0,2.0,1681.4090604901314
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,214.0,2.0,3.0,2102.930431848765
-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,0.0,1275.0,1.0,6.0,310.3286822918803
-0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-0.0,0.0,147.0,4.0,3.0,2518.952207967639
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,344.0,-1.0,4.0,181.36802226416768
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,572.0,2.0,2.0,174.13355500567707
-0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,-24.0,-1.0,2.0,175.41700682900847
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,-0.0,2062.0,1.0,6.0,2662.5782587468625
-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,105.0,0.0,-0.0,-105.21785777658225
-0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,-37.0,1.0,2.0,124.25954292276876
-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0,2719.0,0.0,0.0,67.13914336920716
1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,5401.0,-4.0,6.0,-42.961271801125264
0.0,1.0,0.0,1.0,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,2623.0,5.0,6.0,3026.4640816509727
-0.0,1.0,-0.0,1.0,1.0,0.0,0.0,-0.0,1.0,-0.0,0.0,4517.0,1.0,2.0,394.3736225407571
0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1204.0,3.0,4.0,286.4328295942396
1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,737.0,3.0,5.0,318.0153395842761
0.0,1.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-357.0,0.0,3.0,332.1666747692973
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,63.0,-2.0,6.0,112.90873280121015
-0.0,1.0,-0.0,1.0,2.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-582.0,3.0,4.0,53.71943321567961
-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,379.0,4.0,0.0,40.807189957611264
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,799.0,-0.0,1.0,54.934799375105655
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-358.0,5.0,2.0,169.9679424783215
-0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,1101.0,4.0,0.0,329.82027252577245
0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,1.0,0.0,1.0,0.0,382.0,-2.0,3.0,737.4568038582803
-0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,616.0,4.0,3.0,316.00078687481584
0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,3695.0,-1.0,5.0,179.1191438175738
0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,0.0,-4.0,4.0,-1.0,53.919660839904104
1.0,1.0,0.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,5230.0,-0.0,2.0,152.9692531174049
-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0,885.0,1.0,1.0,271.934018791467
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,2164.0,1.0,8.0,336.670262779668
1.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,4656.0,2.0,2.0,541.7396798111499
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-477.0,3.0,0.0,83.92591011244804
-0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,-0.0,177.0,-2.0,3.0,-13.78775642940309
0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,3106.0,1.0,4.0,243.9471951423213
0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,899.0,0.0,-1.0,-152.6790731398389
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1602.0,3.0,7.0,367.5241451945156
0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,67.0,1.0,-1.0,221.3094223564491
0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,-0.0,60.0,1.0,3.0,71.15359319234267
1.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1629.0,-0.0,3.0,85.01524797584862
-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,489.0,4.0,-3.0,-45.731408718088645
0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,-0.0,367.0,-6.0,2.0,-293.0948482166976
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,374.0,6.0,5.0,480.88859782107176
-0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,-211.0,-0.0,3.0,-40.96290207980201
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,559.0,6.0,5.0,289.4145942971111
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,118.0,9.0,-0.0,2961.7575501531364
-0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.0,-0.0,0.0,-0.0,95.0,-0.0,1.0,70.43249201700092
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,811.0,-1.0,1.0,603.1716131426394
0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,2435.0,2.0,4.0,270.6403461335227
-0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,4100.0,-1.0,3.0,156.33667415194213
0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,735.0,-2.0,5.0,164.34071784224363
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1488.0,6.0,2.0,3754.346846276522
-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,1.0,2143.0,-0.0,2.0,-122.74477100837977
0.0,1.0,0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,2338.0,-0.0,1.0,511.50274924971166
0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,858.0,-0.0,3.0,181.62337933406235
-0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,1.0,-89.0,7.0,1.0,747.8374372892082
0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,354.0,-2.0,2.0,-64.17272629779764
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,295.0,5.0,-2.0,17.24071143565234
-0.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,558.0,-0.0,-0.0,-67.8907719171606
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,1775.0,-1.0,5.0,79.73921711370349
0.0,1.0,-0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1282.0,-3.0,3.0,-53.04829374030233
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,164.0,-2.0,2.0,110.47916342988611
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-215.0,2.0,-3.0,87.79065501065925
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,55.0,2.0,3.0,2.33793504369678
-0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,4128.0,4.0,3.0,415.50414981208746
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,729.0,0.0,2.0,278.33029571399095
-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,2941.0,-0.0,5.0,1353.2146541267634
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,777.0,7.0,3.0,3309.591945406795
-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,512.0,2.0,-0.0,252.57233471032234
-0.0,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,1.0,-0.0,1.0,470.0,2.0,2.0,163.7150029335171
0.0,1.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,1383.0,10.0,7.0,541.8133549939841
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,0.0,2702.0,9.0,3.0,4431.763846892119
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,2029.0,-1.0,1.0,228.90641803238543
-0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,4233.0,4.0,1.0,275.3922643899918
1.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,0.0,1680.0,5.0,-4.0,-122.59830513801427
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,5105.0,4.0,7.0,4332.588205844164
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,1843.0,7.0,3.0,480.14588383920494
0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,1.0,0.0,0.0,3227.0,5.0,4.0,557.3192455969752
0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,1018.0,6.0,3.0,455.3071591485292
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,1638.0,5.0,1.0,2104.0586547464136
1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,1365.0,3.0,5.0,330.70719200111927
0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,917.0,-1.0,3.0,-266.7320070825517
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,503.0,2.0,-1.0,-166.11889737173917
0.0,1.0,0.0,1.0,1.0,0.0,-0.0,0.0,-0.0,1.0,0.0,2486.0,4.0,2.0,376.58196676112715
0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,-42.0,3.0,2.0,214.36004103776068
-0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,0.0,1.0,2146.0,5.0,2.0,388.6143132727594
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,-252.0,2.0,2.0,347.57500881627203
0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,3657.0,-2.0,5.0,-7.405303840874695
-0.0,1.0,-0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-195.0,7.0,2.0,1875.4354881450536
-0.0,1.0,0.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,0.0,4503.0,1.0,3.0,288.2045392043889
-0.0,1.0,1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,-0.0,-750.0,1.0,-0.0,-59.45632707956248
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-0.0,4338.0,2.0,1.0,177.51488227192314
0.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,1574.0,2.0,3.0,288.89028513692324
-0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,103.0,4.0,-0.0,139.59956608712673
-0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,1.0,519.0,2.0,4.0,327.9011470317841
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1861.0,4.0,2.0,278.35047531053425
-0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,5731.0,-0.0,5.0,431.1356387481094
-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1499.0,8.0,2.0,4.611070569232107
0.0,1.0,-0.0,1.0,1.0,0.0,1.0,-0.0,0.0,0.0,-0.0,347.0,7.0,1.0,255.17645267788322
-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,-0.0,-0.0,566.0,-1.0,-1.0,-180.73726245630533
-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,4491.0,-1.0,3.0,-87.18098386395724
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-435.0,4.0,2.0,65.48934669499286
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1839.0,5.0,-0.0,219.30400943178685
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,193.0,-2.0,0.0,-315.30757187083367
-0.0,1.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,0.0,5021.0,-3.0,5.0,36.89876491404139
-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1991.0,-1.0,1.0,-91.31720330202953
0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1997.0,1.0,-0.0,147.63306019511074
0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,-38.0,-0.0,0.0,-244.7617661777884
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,348.0,4.0,-1.0,360.89056145809593
-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,-0.0,0.0,1.0,388.0,0.0,2.0,293.9691882032901
1.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1836.0,2.0,1.0,446.14919305816295
0.0,1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,0.0,1032.0,1.0,3.0,6.971556148270611
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,0.0,3202.0,5.0,4.0,389.3824155457318
-0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,197.0,2.0,5.0,2740.650234973431
0.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,-0.0,1.0,0.0,217.0,0.0,0.0,108.97889560051263
-0.0,1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,4217.0,-1.0,5.0,213.5428820345551
-0.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,1.0,125.0,-1.0,2.0,-86.25929061956704
0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,3101.0,-0.0,2.0,127.36066535292194
-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,1.0,-0.0,1.0,3082.0,3.0,-1.0,-122.31891927905382
0.0,1.0,0.0,1.0,0.0,-0.0,0.0,1.0,1.0,-0.0,0.0,-20.0,0.0,2.0,1054.272866088897
-0.0,1.0,0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,-0.0,2241.0,-2.0,3.0,1277.7280249118805
1.0,1.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,0.0,3281.0,2.0,2.0,381.2047323238105
-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,4535.0,0.0,9.0,364.49946608990433
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,1.0,0.0,3598.0,2.0,2.0,345.76556073985995
0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,0.0,989.0,1.0,2.0,1209.9997953861953
-0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,0.0,72.0,3.0,2.0,232.82456842940303
-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-233.0,-5.0,1.0,-786.3861667677761
-0.0,1.0,0.0,1.0,-0.0,0.0,-0.0,0.0,1.0,0.0,1.0,6162.0,2.0,-0.0,-87.49560211915524
1.0,1.0,0.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1662.0,6.0,1.0,329.91674803197384
1.0,1.0,-0.0,1.0,0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,494.0,7.0,1.0,1066.3289956964554
-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,-226.0,2.0,-1.0,81.65523049458862
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,-0.0,-0.0,685.0,-4.0,2.0,-521.0449794106186
-0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,53.0,-3.0,1.0,-298.326932765916
0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,1089.0,4.0,1.0,295.8513942081481
-0.0,1.0,-0.0,1.0,-0.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,3982.0,0.0,4.0,382.8731525380165
0.0,1.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,-720.0,2.0,0.0,273.9474576920271
-0.0,1.0,-0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,443.0,-0.0,3.0,816.7890220962465
-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,1.0,-0.0,1.0,-0.0,13.0,2.0,-2.0,72.40504757910968
0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,2353.0,-0.0,5.0,162.33512474261227
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,688.0,1.0,3.0,184.2497734796256
-0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0,0.0,684.0,5.0,4.0,340.2425099950284
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,1224.0,3.0,7.0,354.19499753229326
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4427.0,-2.0,4.0,74.74946789797396
1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,1472.0,2.0,1.0,73.59133595544846
1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,-0.0,-0.0,-85.0,3.0,7.0,429.55602841414515
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,472.0,2.0,3.0,329.153002717346
0.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,44.0,4.0,-1.0,879.4224931582809
0.0,1.0,0.0,1.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,2667.0,3.0,0.0,260.360528787598
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,293.0,-4.0,1.0,-565.5253309458494
-0.0,1.0,1.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,-0.0,-0.0,265.0,-3.0,4.0,67.24124524830842
1.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,1.0,-0.0,739.0,3.0,6.0,345.40675047859554
-0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,-0.0,736.0,3.0,1.0,225.4597855295986
-0.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,0.0,636.0,6.0,-2.0,1247.8834499150516
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,-90.0,0.0,1.0,247.90957030449064
1.0,1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,514.0,1.0,8.0,375.5001307282597
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,1011.0,3.0,-1.0,369.54027034007015
0.0,1.0,0.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,1.0,1.0,-612.0,8.0,-1.0,451.5199468154461
0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0,0.0,0.0,0.0,509.0,5.0,0.0,347.24944902658467
0.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,4504.0,1.0,-0.0,165.28098548799755
-0.0,1.0,0.0,1.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,1.0,236.0,3.0,2.0,41.27059588334524
-0.0,1.0,-0.0,1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-370.0,1.0,3.0,238.00563070327044
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,3456.0,2.0,3.0,258.8799164094031
-0.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,-0.0,1.0,0.0,353.0,-0.0,3.0,1172.712356209755
-0.0,1.0,-0.0,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,-391.0,2.0,-1.0,374.4027013707906
-0.0,1.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1322.0,2.0,2.0,293.04371128454807
1.0,1.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,1.0,-0.0,0.0,2749.0,-0.0,5.0,162.88187387622895
0.0,1.0,1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-0.0,286.0,1.0,4.0,171.86945996396244
